"","alk_site01","alk_site02","alk_site03","alk_site04","alk_site05","alk_site06","alk_site07","alk_site08","alk_site09","alk_site10","alk_site11","alk_site12","alk_site13","alk_site14","alk_site15","alk_site16","alk_site17","alk_site18","alk_site19","alk_site20","alk_site21","alk_site22","alk_site23","alk_site24","alk_site25","alk_site26","alk_site27","alk_site28","alk_site29","alk_site30","alk_site31","alk_site32","alk_site33","alk_site34","alk_site35","alk_site36","alk_site37","alk_site38","alk_site39","alk_site40","alk_site41","alk_site42","alk_site43","alk_site44","alk_site45","alk_site46"
"alk_site11",66.6047458564288,29.7446483239157,26.4932784528723,27.0372336609379,28.1582124361337,28.8953129593127,26.8322532907026,19.2071758860719,19.8372140697486,13.7000476879656,0,9.20733275989905,2.02288865451393,2.7390443737526,21.7513183458751,18.5500001028085,13.4999105919,22.0204365916102,22.3353442482979,23.6564942154052,24.0762128161323,23.2007551578517,30.5421260097117,27.8436523843456,28.9170600471475,30.6709197230291,33.9021453441314,17.5740498492351,21.318341105834,31.6781644382181,36.497991301894,48.1134020892814,46.9416609028697,92.7208290366557,89.5025112559321,93.8755704704553,111.843559074257,96.256623654548,99.6460128492261,179.666462643311,169.569518839763,181.905010867984,194.757771518849,213.693747247709,247.322681571449,239.342601897657
"alk_site12",62.169200890466,24.4370059787222,32.8843718884891,33.6431113695078,35.0031665342591,35.4983600969118,34.0710584800761,28.3375323711,29.0135626919714,10.6108251115336,9.20733275989905,0,8.67504813695593,9.47334041781024,17.5178274251892,10.0858771114725,6.81946100987939,16.091098930642,16.2550637595603,18.3435264114542,18.9595501136802,18.2005534515014,26.3716051308706,23.5713161328307,25.3997499275524,27.2538434094487,31.0842665603763,18.715087983014,24.0614300063732,33.4129047070695,38.9674953919181,49.5321708914059,50.0941737878099,93.7522819838205,89.9869423101837,94.4685102685315,112.233154334546,98.3208432939641,99.2238037206792,180.986101976439,169.434245900173,182.21752067601,195.046737044947,212.230163340957,247.624073647678,239.829729046948
"alk_site13",67.8201778341249,30.6773681348921,28.4456746866768,28.968095611945,30.0594991213349,30.8219839586594,28.6828016732093,20.3072270026322,20.8372687860453,14.7939593855885,2.02288865451393,8.67504813695593,0,1.04342284842813,19.8299505621582,17.3734160183181,12.0484689732913,20.2674428508245,20.5991849211813,21.8170318981141,22.2140048586022,21.3335682269273,28.5791397103458,25.8949176547279,26.9256727403354,28.6724029049102,31.8844467923112,15.6163436745233,19.5416710948958,29.8445068164111,34.763146720381,46.2865395991515,45.326160893626,90.8921426524121,87.6236037109144,92.0074858851934,109.963943453495,94.5420530418802,97.7046209888833,177.886605749892,167.658522765082,180.030048374625,192.882023480514,211.708812654687,245.45149629359,237.486936467029
"alk_site14",68.8607706323019,31.7180595323173,28.7977776285915,29.2836300585376,30.3299617520919,31.1292664879067,28.8888731644312,19.9525014568645,20.4256192243218,15.8362734142362,2.7390443737526,9.47334041781024,1.04342284842813,0,19.5993796896658,17.819120402855,12.3432570485537,20.2573549815333,20.6061302959122,21.7020156157891,22.0680821646177,21.18251247558,28.2583501446845,25.6055675514979,26.537631407188,28.261509576672,31.3897561353834,14.846487589054,18.6152895162852,28.9536511487672,33.8190899817039,45.3922161716443,44.3401123097054,89.999874650862,86.7672226928596,91.1426332488364,109.108233491436,93.5917805098155,96.9094334765309,176.966925382132,166.830572749929,179.17079097027,192.023401902564,210.978363258716,244.589377447835,236.613323209799
"alk_site15",76.4591152773376,39.3205573441984,48.2396811180142,48.7878896738501,49.8893931603908,50.6448617292485,48.4860072366045,38.2260969519371,38.3594884620942,27.9888652699888,21.7513183458751,17.5178274251892,19.8299505621582,19.5993796896658,0,12.3275486183243,10.84465850312,4.28715411352156,4.69925751080692,3.09742441278625,2.97664033728625,2.21395899036682,8.96094824432262,6.17771504601848,7.9011327360073,9.7550697134591,13.7027561075866,11.286087828989,16.352135354426,21.110476188084,27.065845209576,35.2076438881382,38.2839035580169,78.0546684938786,73.8438372220483,78.3809859949594,95.8871721314569,83.6484375249631,82.3950696420145,165.179549917739,152.611170942608,165.647713635421,178.4457188042,194.842957221667,230.983899727641,223.313591123896
"alk_site16",64.1501296633013,27.2616947037776,42.8950666785266,43.6799840384203,45.0625947742778,45.5292309181748,44.1553747611513,37.6719005863455,38.2097154361048,18.3415577081919,18.5500001028085,10.0858771114725,17.3734160183181,17.819120402855,12.3275486183243,0,5.85970739219886,8.85521248896352,8.74480020650467,11.4453147026783,12.1984163139268,11.7682272895023,19.7015795236098,17.1124603911137,19.5983112775599,21.3525427007349,25.4895867094121,19.5806010996711,25.4721555089302,32.6222334382666,38.5637816961986,47.4360849933508,49.8996838009256,90.3392420475285,86.0451090557783,90.5916205934813,108.001261458458,95.9691877974159,94.2806920299609,177.411319727261,164.431312057804,177.617979153754,190.39404258177,205.910726184479,242.893941301357,235.292910763753
"alk_site17",66.8342336821021,29.2340558075895,39.1231583324434,39.8088359055551,41.080962846392,41.6744802377074,39.9653334125256,32.2956696242814,32.757254236463,17.1494885959232,13.4999105919,6.81946100987939,12.0484689732913,12.3432570485537,10.84465850312,5.85970739219886,0,9.30827185982937,9.5018652795982,11.5241579024838,12.1421313814673,11.3919253838125,19.5965019842459,16.8015879004072,18.745053368124,20.5982511198531,24.5248213732965,14.7514252529711,20.5909829672955,28.7739962450355,34.5941058150612,44.3670677386863,45.9098004864288,88.1238774844865,84.1434456449599,88.6556928514653,106.303205364037,93.1621902309097,93.0337449506552,175.348693989376,163.261489471949,176.187502598976,189.001245664776,205.684255136182,241.561395143814,233.834793475804
"alk_site18",72.8776664571906,36.1165323749125,48.2109817180694,48.8493920315847,50.0601343354754,50.7158405765969,48.8244435792376,39.7392149428112,40.0032807747782,26.0656023967764,22.0204365916102,16.091098930642,20.2674428508245,20.2573549815333,4.28715411352156,8.85521248896352,9.30827185982937,0,0.476548361182055,2.59181982939201,3.34325968194853,2.98349732854041,10.9069237591178,8.26475206476172,10.7573053845781,12.4985160962313,16.6388970122401,14.8835337843984,20.2995195728083,25.3918413108582,31.3433593184289,39.2371294062058,42.541326816266,81.6150509776647,77.2480372369366,81.7990894875768,99.1669031056274,87.4725514604842,85.4259104401958,168.624138200841,155.582103588282,168.763090775847,181.538832117415,197.242492468059,234.039520456531,226.438092421141
"alk_site19",72.6848750534957,36.000628704469,48.4781873869377,49.1245778590896,50.3446760257338,50.9912001223774,49.1241130383065,40.1318993437941,40.404313577076,26.14595690267,22.3353442482979,16.2550637595603,20.5991849211813,20.6061302959122,4.69925751080692,8.74480020650467,9.5018652795982,0.476548361182055,0,2.73505683970032,3.49327708211163,3.24356674458034,10.9659894024646,8.37284400551893,10.9239494540069,12.6391789409907,16.7857389803073,15.3591916403723,20.7671495005964,25.7863539255517,31.7335910973433,39.5414876071702,42.9172970802722,81.8197584933045,77.426554543692,81.9794252266022,99.3231210056339,87.7264371260465,85.5449241896675,168.804710756778,155.687825306065,168.890299726881,181.66228114604,197.266729787574,234.156238653493,226.565528053918
"alk_site20",75.4191792283971,38.7070034174051,50.0335545613945,50.6340988658845,51.7983636442724,52.4981639959356,50.4862940997519,40.7881589900427,40.9767786040277,28.4895438779949,23.6564942154052,18.3435264114542,21.8170318981141,21.7020156157891,3.09742441278625,11.4453147026783,11.5241579024838,2.59181982939201,2.73505683970032,0,0.758313922599038,0.901432074077796,8.33794713870776,5.67353442674492,8.18914862996825,9.9131371062271,14.0571285568617,14.3825224233222,19.4008010936241,23.5643251280152,29.4745664320092,36.9442794394961,40.5707216951839,79.0893032476006,74.6915086291584,79.2443703557392,96.5920654062775,85.0342698069179,82.8353773297031,166.069654069595,152.990300221064,166.174583108546,178.949340576314,194.688088108385,231.448711253457,223.849683064223
"alk_site21",76.1768684756232,39.4597898199026,50.493282437558,51.0815602603831,52.2306998575142,52.9443256122766,50.894911939201,41.0134307649436,41.1792571200794,29.1577953897809,24.0762128161323,18.9595501136802,22.2140048586022,22.0680821646177,2.97664033728625,12.1984163139268,12.1421313814673,3.34325968194853,3.49327708211163,0.758313922599038,0,0.889810444444425,7.6180930030259,4.92921293712415,7.43083631508026,9.15706785777632,13.3001294500907,14.2065436895733,19.0864622723813,22.9763864622508,28.8709655378164,36.2323474210269,39.9362052585564,78.333244695248,73.933279595146,78.4861944094326,95.8342772455099,84.2908898349909,82.0826730460902,165.311464947182,152.240493432875,165.420244091898,178.195667643169,193.969476599028,230.696340058253,223.095289192314
"alk_site22",75.8489865376381,39.0075700775731,49.6281758857768,50.2123934202794,51.3570805674912,52.0747020043159,50.015563673401,40.1293943613068,40.2988624528281,28.4608887831904,23.2007551578517,18.2005534515014,21.3335682269273,21.18251247558,2.21395899036682,11.7682272895023,11.3919253838125,2.98349732854041,3.24356674458034,0.901432074077796,0.889810444444425,0,8.25535057504983,5.50050172090416,7.83670399758249,9.61786775914628,13.7365898535923,13.4985767994258,18.4993843609568,22.7545869174234,28.6769435222847,36.3037123133699,39.8028533470829,78.6392070930472,74.2909571884575,78.8402528459776,96.2330791368582,84.492590705791,82.5478319937886,165.664101417623,152.725115745487,165.868685013272,178.650305599163,194.576347537268,231.161680987166,223.542676614254
"alk_site23",83.3109284656427,46.9299604672307,57.0247532985336,57.5358244535163,58.5864089398252,59.3846537921229,57.1032781211085,46.0013239663528,45.993592368503,36.7070934838955,30.5421260097117,26.3716051308706,28.5791397103458,28.2583501446845,8.96094824432262,19.7015795236098,19.5965019842459,10.9069237591178,10.9659894024646,8.33794713870776,7.6180930030259,8.25535057504983,0,2.80174885190867,2.53278611687665,2.62341331967348,6.31487101555222,16.9481618560574,20.0187626630832,20.1357196278282,25.5224908533399,30.7434774814813,35.8359498595707,71.4200226985193,66.8286610721281,71.3902464500714,88.5796081474213,77.8334998839396,74.6538938355696,158.185938084701,144.758947058938,158.016836264619,170.776669769552,186.351741539528,223.250707454971,215.690677108109
"alk_site24",80.9654699399438,44.3724491660809,54.3358004790126,54.8622862746444,55.9334317275703,56.7147186567307,54.4807394657747,43.6608109097504,43.6985913803722,33.9229235976086,27.8436523843456,23.5713161328307,25.8949176547279,25.6055675514979,6.17771504601848,17.1124603911137,16.8015879004072,8.26475206476172,8.37284400551893,5.67353442674492,4.92921293712415,5.50050172090416,2.80174885190867,0,2.80152295303118,4.31233273679179,8.45387629150444,15.0293517837395,18.7266641232426,20.2855096021636,25.944985770161,32.1679459597066,36.6393036696994,73.6146031600445,69.1331272973125,73.6903262106925,90.9792458512007,79.7866870753362,77.172090807789,160.510011668162,147.319349025822,160.518440197802,173.289632945586,189.076060410027,225.783686301969,218.19367483973
"alk_site25",83.6027580347217,46.8442663996211,55.3353924515715,55.8108786789942,56.8176531531086,57.6504783044694,55.2784957518461,43.8437308698014,43.7986057467795,35.8898693975266,28.9170600471475,25.3997499275524,26.9256727403354,26.537631407188,7.9011327360073,19.5983112775599,18.745053368124,10.7573053845781,10.9239494540069,8.18914862996825,7.43083631508026,7.83670399758249,2.53278611687665,2.80152295303118,0,1.8546892009958,5.90230147037047,14.5921681047647,17.4937787652367,17.8930115316677,23.4247157806706,29.3722159394826,33.9775743518221,70.9257022433705,66.5031282741065,71.0565450398085,88.4097396170945,77.0183320013192,74.7149805168817,157.881627332302,144.900249124421,158.032112515906,170.814355215553,186.949631321138,223.327957986509,215.7060278224
"alk_site26",85.2746670695143,48.6110396415067,57.0542662287456,57.5160497677702,58.504593348072,59.351457861326,56.9408886582772,45.2978933057375,45.2186842854657,37.7439342678183,30.6709197230291,27.2538434094487,28.6724029049102,28.261509576672,9.7550697134591,21.3525427007349,20.5982511198531,12.4985160962313,12.6391789409907,9.9131371062271,9.15706785777632,9.61786775914628,2.62341331967348,4.31233273679179,1.8546892009958,0,4.14866449453916,15.8872456948703,18.305622709105,17.6309624096191,22.9405363710536,28.1945572028801,33.2127548915137,69.3045631291348,64.8234420520844,69.3801242381622,86.6864351904424,75.5321574719526,72.934775183496,156.201156086195,143.107434021444,156.265648570929,169.043191362529,185.100497610331,221.549096824363,213.94049322316
"alk_site27",89.419341562559,52.7425491445976,60.0829033202707,60.4911867258107,61.4098722066675,62.3079652003106,59.7597689850366,47.4819228279471,47.3036328860889,41.635140724447,33.9021453441314,31.0842665603763,31.8844467923112,31.3897561353834,13.7027561075866,25.4895867094121,24.5248213732965,16.6388970122401,16.7857389803073,14.0571285568617,13.3001294500907,13.7365898535923,6.31487101555222,8.45387629150444,5.90230147037047,4.14866449453916,0,17.9744609808018,19.173876413181,16.1085283763304,20.7934281814319,24.6570206702179,30.3814678129432,65.1853873367467,60.6794428169946,65.2369028626734,82.53829061465,71.5204656445501,68.8127566663383,152.05613712458,138.999006725756,152.132939610846,164.91377051196,181.167454844988,217.425948801778,209.807246082752
"alk_site28",80.8548578851363,43.1065989489607,42.6791437916013,42.992260224862,43.8003044950907,44.7703699492585,42.0455022235496,29.5285465752731,29.3908686751651,28.7189562601825,17.5740498492351,18.715087983014,15.6163436745233,14.846487589054,11.286087828989,19.5806010996711,14.7514252529711,14.8835337843984,15.3591916403723,14.3825224233222,14.2065436895733,13.4985767994258,16.9481618560574,15.0293517837395,14.5921681047647,15.8872456948703,17.9744609808018,0,5.89423345639854,14.7462375183572,20.2552756711398,31.0603393815463,31.4373118876023,75.5669370099435,72.1293155322714,76.5438498964044,94.4608261524418,79.7278137571307,82.0910707693399,162.710954120754,152.079388985206,164.529624014033,177.378553827133,196.140415230574,229.956914469008,222.035895559956
"alk_site29",86.2062319982722,48.4948425345691,44.5299533742056,44.6943761884679,45.302705418316,46.3864916336159,43.3602029220282,29.4827829967767,29.0906205256859,33.6027092221078,21.318341105834,24.0614300063732,19.5416710948958,18.6152895162852,16.352135354426,25.4721555089302,20.5909829672955,20.2995195728083,20.7671495005964,19.4008010936241,19.0864622723813,18.4993843609568,20.0187626630832,18.7266641232426,17.4937787652367,18.305622709105,19.173876413181,5.89423345639854,0,10.4511478885451,15.2446379053933,26.8265847786766,26.1015034654591,71.4227593824163,68.3238100323803,72.6585033923331,90.6569332261112,75.0223945294461,78.8316768165509,158.35169696599,148.500399269579,160.690199126762,173.544047698766,193.310136122649,226.092892993413,218.077666558873
"alk_site30",95.446505491715,57.7108219410842,54.7043230955819,54.8091598498855,55.3268664257252,56.4563281146362,53.306179311345,38.7928369835321,38.2245248568061,43.4556111550252,31.6781644382181,33.4129047070695,29.8445068164111,28.9536511487672,21.110476188084,32.6222334382666,28.7739962450355,25.3918413108582,25.7863539255517,23.5643251280152,22.9763864622508,22.7545869174234,20.1357196278282,20.2855096021636,17.8930115316677,17.6309624096191,16.1085283763304,14.7462375183572,10.4511478885451,0,5.96641536375359,16.4424317306422,17.2794515698062,61.0479208945464,57.8783237865913,62.2229526443496,80.2142487892722,64.9846991573071,68.422953993904,148.083125206585,138.04927846838,150.256901145088,163.110600454478,182.985527799576,215.665650232995,207.668285872353
"alk_site31",101.105115809729,63.3563967919216,58.1452104764183,58.1473805165394,58.5196299920504,59.712124912362,56.4001608885679,41.3384365472822,40.6164900398332,48.7882822820344,36.497991301894,38.9674953919181,34.763146720381,33.8190899817039,27.065845209576,38.5637816961986,34.5941058150612,31.3433593184289,31.7335910973433,29.4745664320092,28.8709655378164,28.6769435222847,25.5224908533399,25.944985770161,23.4247157806706,22.9405363710536,20.7934281814319,20.2552756711398,15.2446379053933,5.96641536375359,0,12.2251275741212,11.3425093841265,56.4589089273776,53.6958045953805,57.9276626877866,75.9555138519188,59.7816830551766,64.8289982457861,143.193739624996,133.937300632242,145.872705874971,158.723662120794,179.592576019052,211.228871564825,203.143796264686
"alk_site32",111.196343326312,73.5730649273602,70.3649363005678,70.3717325375469,70.7434270284094,71.9371315057015,68.6196495678734,53.4985658992916,52.7446878776191,59.7595193786473,48.1134020892814,49.5321708914059,46.2865395991515,45.3922161716443,35.2076438881382,47.4360849933508,44.3670677386863,39.2371294062058,39.5414876071702,36.9442794394961,36.2323474210269,36.3037123133699,30.7434774814813,32.1679459597066,29.3722159394826,28.1945572028801,24.6570206702179,31.0603393815463,26.8265847786766,16.4424317306422,12.2251275741212,0,9.46593106310553,44.607697033626,41.572166740388,45.8626480549786,63.879338800074,48.8190131118247,52.6054195018088,131.662713915489,121.808550147188,133.880162194305,146.733862638334,167.374702692363,199.274022170822,191.25110829291
"alk_site33",112.263343372574,74.5236926047056,66.6125170471554,66.4701259921508,66.6304224279668,67.8972911575613,64.3999475671199,48.8872438815834,47.9728845027159,59.6789582389904,46.9416609028697,50.0941737878099,45.326160893626,44.3401123097054,38.2839035580169,49.8996838009256,45.9098004864288,42.541326816266,42.9172970802722,40.5707216951839,39.9362052585564,39.8028533470829,35.8359498595707,36.6393036696994,33.9775743518221,33.2127548915137,30.3814678129432,31.4373118876023,26.1015034654591,17.2794515698062,11.3425093841265,9.46593106310553,0,47.5584462311995,45.6966441701769,49.6184030577419,67.5154998872752,49.5995662590872,57.8567550941349,133.346633500091,125.503375287325,136.9163324942,149.74023131231,172.377031957119,202.09730491655,193.866496268973
"alk_site34",154.483495705224,117.283506122154,114.10298209767,113.990539107253,114.178903731213,115.43912039934,111.95490399008,96.4436972913785,95.5192292489387,104.152022510515,92.7208290366557,93.7522819838205,90.8921426524121,89.999874650862,78.0546684938786,90.3392420475285,88.1238774844865,81.6150509776647,81.8197584933045,79.0893032476006,78.333244695248,78.6392070930472,71.4200226985193,73.6146031600445,70.9257022433705,69.3045631291348,65.1853873367467,75.5669370099435,71.4227593824163,61.0479208945464,56.4589089273776,44.607697033626,47.5584462311995,0,6.4774788211758,4.57688317078654,20.1317073871787,11.5714017248844,16.4266688388763,87.2397795336247,77.9647249449696,89.4631972096516,102.306744644356,125.72925130343,154.778974730045,146.686717735862
"alk_site35",150.09809175497,113.159802182023,111.750200226815,111.700884261292,111.980376907718,113.210305525477,109.799396291085,94.4129553643107,93.5493553856879,100.486333698433,89.5025112559321,89.9869423101837,87.6236037109144,86.7672226928596,73.8438372220483,86.0451090557783,84.1434456449599,77.2480372369366,77.426554543692,74.6915086291584,73.933279595146,74.2909571884575,66.8286610721281,69.1331272973125,66.5031282741065,64.8234420520844,60.6794428169946,72.1293155322714,68.3238100323803,57.8783237865913,53.6958045953805,41.572166740388,45.6966441701769,6.4774788211758,0,4.56376516893213,22.3410497709051,17.8637946461218,13.4403868054951,91.378846667162,80.2433459255608,92.4072532549214,105.258708740764,126.715990294213,157.831705366895,149.915173870625
"alk_site36",154.654357692844,117.693103698707,115.893169933862,115.823785725161,116.07379129581,117.314018064303,113.877873560855,98.4430533501133,97.5578961967119,104.95328854488,93.8755704704553,94.4685102685315,92.0074858851934,91.1426332488364,78.3809859949594,90.5916205934813,88.6556928514653,81.7990894875768,81.9794252266022,79.2443703557392,78.4861944094326,78.8402528459776,71.3902464500714,73.6903262106925,71.0565450398085,69.3801242381622,65.2369028626734,76.5438498964044,72.6585033923331,62.2229526443496,57.9276626877866,45.8626480549786,49.6184030577419,4.57688317078654,4.56376516893213,0,18.0279314467365,15.7688223083219,11.8991785835985,86.8253428913375,76.0395483851659,88.0340529550535,100.887697587207,122.997466947119,153.447262855785,145.492534655412
"alk_site37",171.882785257484,135.199507062872,133.899733919503,133.821237086887,134.055346954059,135.301273286161,131.850715021545,116.386505016564,115.48528490424,122.758491534881,111.843559074257,112.233154334546,109.963943453495,109.108233491436,95.8871721314569,108.001261458458,106.303205364037,99.1669031056274,99.3231210056339,96.5920654062775,95.8342772455099,96.2330791368582,88.5796081474213,90.9792458512007,88.4097396170945,86.6864351904424,82.53829061465,94.4608261524418,90.6569332261112,80.2142487892722,75.9555138519188,63.879338800074,67.5154998872752,20.1317073871787,22.3410497709051,18.0279314467365,0,24.1882021340469,15.6762895616636,69.8282546372241,58.029801570922,70.0694860871263,82.9198419434656,105.660899500165,135.496157946241,127.609919041762
